reaction,species,species_type,compartment,mass,role,stoich
R_Biomass_Chlamy_mixo,M_arab_L_c,M_arab_L,c,150.1299,substrate,0.524141413
R_UAD,M_arab_L_c,M_arab_L,c,150.1299,product,1
R_ARGSL,M_argsuc_c,M_argsuc,c,289.26534,substrate,1
R_ARGSS,M_argsuc_c,M_argsuc,c,289.26534,product,1
R_ARGDI,M_arg_L_c,M_arg_L,c,175.20906,substrate,1
R_ARGSL,M_arg_L_c,M_arg_L,c,175.20906,product,1
R_ARGT,M_arg_L_c,M_arg_L,c,175.20906,substrate,1
R_ARG_Lt,M_arg_L_c,M_arg_L,c,175.20906,product,1
R_ARG_Ltm,M_arg_L_c,M_arg_L,c,175.20906,substrate,1
R_Biomass_Chlamy_auto,M_arg_L_c,M_arg_L,c,175.20906,substrate,0.150197314
R_Biomass_Chlamy_hetero,M_arg_L_c,M_arg_L,c,175.20906,substrate,0.094975639
R_Biomass_Chlamy_mixo,M_arg_L_c,M_arg_L,c,175.20906,substrate,0.093656423
R_NOS,M_arg_L_c,M_arg_L,c,175.20906,substrate,1
R_NOS1,M_arg_L_c,M_arg_L,c,175.20906,substrate,1
R_ORNtm,M_arg_L_c,M_arg_L,c,175.20906,product,1
R_ARG_Lt,M_arg_L_e,M_arg_L,e,175.20906,substrate,1
R_EX_arg_L_LPAREN_e_RPAREN_,M_arg_L_e,M_arg_L,e,175.20906,substrate,1
R_ARDC,M_arg_L_m,M_arg_L,m,175.20906,substrate,1
R_ARG_Ltm,M_arg_L_m,M_arg_L,m,175.20906,product,1
R_ORNtm,M_arg_L_m,M_arg_L,m,175.20906,substrate,1
R_ARSO4SH,M_arso4_c,M_arso4,c,174.17544,substrate,1
R_PAPSPHENST,M_arso4_c,M_arso4,c,174.17544,product,1
R_ANXANASCOR,M_ascb_L_u,M_ascb_L,u,175.11618,substrate,1
R_ASCBOR,M_ascb_L_u,M_ascb_L,u,175.11618,substrate,2
R_GTHDHu,M_ascb_L_u,M_ascb_L,u,175.11618,product,1
R_VIOXANOR,M_ascb_L_u,M_ascb_L,u,175.11618,substrate,1
R_ASNNA1tm,M_asn_L_c,M_asn_L,c,132.118,substrate,1
R_ASNtm,M_asn_L_c,M_asn_L,c,132.118,substrate,1
R_ASNtx,M_asn_L_c,M_asn_L,c,132.118,substrate,1
R_ASPS,M_asn_L_c,M_asn_L,c,132.118,product,1
R_Biomass_Chlamy_auto,M_asn_L_c,M_asn_L,c,132.118,substrate,0.067831045
R_Biomass_Chlamy_hetero,M_asn_L_c,M_asn_L,c,132.118,substrate,0.065164868
R_Biomass_Chlamy_mixo,M_asn_L_c,M_asn_L,c,132.118,substrate,0.069538364
R_PS_asn_L_LPAREN_c_RPAREN_,M_asn_L_c,M_asn_L,c,132.118,substrate,1
R_ASNNA1tm,M_asn_L_m,M_asn_L,m,131.11006,product,1
R_ASNTL,M_asn_L_m,M_asn_L,m,131.11006,substrate,1
R_ASNtm,M_asn_L_m,M_asn_L,m,131.11006,product,1
R_ASNtx,M_asn_L_x,M_asn_L,x,131.11006,product,1
R_ASPSE,M_asn_L_x,M_asn_L,x,131.11006,substrate,1
R_ASPSAth,M_aspsa_c,M_aspsa,c,117.10332,substrate,1
R_DHDPS,M_aspsa_c,M_aspsa,c,117.10332,substrate,1
R_ASADH,M_aspsa_h,M_aspsa,h,117.10332,product,1
R_ASPSAth,M_aspsa_h,M_aspsa,h,117.10332,product,1
R_HSDH,M_aspsa_h,M_aspsa,h,117.10332,substrate,1
R_ADSS,M_asp_L_c,M_asp_L,c,132.09478,substrate,1
R_ARGSS,M_asp_L_c,M_asp_L,c,132.09478,substrate,1
R_ASPAT,M_asp_L_c,M_asp_L,c,132.09478,substrate,1
R_ASPCT,M_asp_L_c,M_asp_L,c,132.09478,substrate,1
R_ASPNA1th,M_asp_L_c,M_asp_L,c,132.09478,substrate,1
R_ASPNA1tm,M_asp_L_c,M_asp_L,c,132.09478,substrate,1
R_ASPO,M_asp_L_c,M_asp_L,c,132.09478,substrate,1
R_ASPS,M_asp_L_c,M_asp_L,c,132.09478,substrate,1
R_ASPth,M_asp_L_c,M_asp_L,c,132.09478,substrate,1
R_ASPtm,M_asp_L_c,M_asp_L,c,132.09478,substrate,1
R_ASPtx,M_asp_L_c,M_asp_L,c,132.09478,product,1
R_Biomass_Chlamy_auto,M_asp_L_c,M_asp_L,c,132.09478,substrate,0.067831045
R_Biomass_Chlamy_hetero,M_asp_L_c,M_asp_L,c,132.09478,substrate,0.065164868
R_Biomass_Chlamy_mixo,M_asp_L_c,M_asp_L,c,132.09478,substrate,0.069538364
R_PRAIS,M_asp_L_c,M_asp_L,c,132.09478,substrate,1
R_ADSSh,M_asp_L_h,M_asp_L,h,132.09478,substrate,1
R_ASPATh,M_asp_L_h,M_asp_L,h,132.09478,substrate,1
R_ASPK,M_asp_L_h,M_asp_L,h,132.09478,substrate,1
R_ASPNA1th,M_asp_L_h,M_asp_L,h,132.09478,product,1
R_ASPth,M_asp_L_h,M_asp_L,h,132.09478,product,1
R_PRAISh,M_asp_L_h,M_asp_L,h,132.09478,substrate,1
R_ASPATm,M_asp_L_m,M_asp_L,m,132.09478,substrate,1
R_ASPCTm,M_asp_L_m,M_asp_L,m,132.09478,substrate,1
R_ASPNA1tm,M_asp_L_m,M_asp_L,m,132.09478,product,1
R_ASPOm,M_asp_L_m,M_asp_L,m,132.09478,substrate,1
R_ASPTL,M_asp_L_m,M_asp_L,m,132.09478,substrate,1
R_ASPtm,M_asp_L_m,M_asp_L,m,132.09478,product,1
R_ASPSE,M_asp_L_x,M_asp_L,x,132.09478,product,1
R_ASPtx,M_asp_L_x,M_asp_L,x,132.09478,substrate,1
R_Biomass_Chlamy_auto,M_asqdca18111Z160_c,M_asqdca18111Z160,c,1078.5446,substrate,0.001184998
R_Biomass_Chlamy_hetero,M_asqdca18111Z160_c,M_asqdca18111Z160,c,1078.5446,substrate,0.001184998
R_Biomass_Chlamy_mixo,M_asqdca18111Z160_c,M_asqdca18111Z160,c,1078.5446,substrate,0.001184998
R_SQDGATCA18111Z160,M_asqdca18111Z160_c,M_asqdca18111Z160,c,1078.5446,product,1
R_ASQDCADS1829Z12Z160,M_asqdca1819Z160_c,M_asqdca1819Z160,c,1078.5446,substrate,1
R_Biomass_Chlamy_auto,M_asqdca1819Z160_c,M_asqdca1819Z160,c,1078.5446,substrate,0.001184998
R_Biomass_Chlamy_hetero,M_asqdca1819Z160_c,M_asqdca1819Z160,c,1078.5446,substrate,0.001184998
R_Biomass_Chlamy_mixo,M_asqdca1819Z160_c,M_asqdca1819Z160,c,1078.5446,substrate,0.001184998
R_SQDGATCA1819Z160,M_asqdca1819Z160_c,M_asqdca1819Z160,c,1078.5446,product,1
R_ASQDCADS1829Z12Z160,M_asqdca1829Z12Z160_c,M_asqdca1829Z12Z160,c,1076.52872,product,1
R_ASQDCADS1839Z12Z15Z160,M_asqdca1829Z12Z160_c,M_asqdca1829Z12Z160,c,1076.52872,substrate,1
R_Biomass_Chlamy_auto,M_asqdca1829Z12Z160_c,M_asqdca1829Z12Z160,c,1076.52872,substrate,0.00118721
R_Biomass_Chlamy_hetero,M_asqdca1829Z12Z160_c,M_asqdca1829Z12Z160,c,1076.52872,substrate,0.00118721
R_Biomass_Chlamy_mixo,M_asqdca1829Z12Z160_c,M_asqdca1829Z12Z160,c,1076.52872,substrate,0.00118721
R_ASQDCADS1839Z12Z15Z160,M_asqdca1839Z12Z15Z160_c,M_asqdca1839Z12Z15Z160,c,1074.51284,product,1
R_Biomass_Chlamy_auto,M_asqdca1839Z12Z15Z160_c,M_asqdca1839Z12Z15Z160,c,1074.51284,substrate,0.001189442
R_Biomass_Chlamy_hetero,M_asqdca1839Z12Z15Z160_c,M_asqdca1839Z12Z15Z160,c,1074.51284,substrate,0.001189442
R_Biomass_Chlamy_mixo,M_asqdca1839Z12Z15Z160_c,M_asqdca1839Z12Z15Z160,c,1074.51284,substrate,0.001189442
R_Biomass_Chlamy_auto,M_asqdpa18111Z160_c,M_asqdpa18111Z160,c,1080.56048,substrate,0.001182794
R_Biomass_Chlamy_hetero,M_asqdpa18111Z160_c,M_asqdpa18111Z160,c,1080.56048,substrate,0.001182794
R_Biomass_Chlamy_mixo,M_asqdpa18111Z160_c,M_asqdpa18111Z160,c,1080.56048,substrate,0.001182794
R_SQDGATPA18111Z160,M_asqdpa18111Z160_c,M_asqdpa18111Z160,c,1080.56048,product,1
R_ASQDPADS1829Z12Z160,M_asqdpa1819Z160_c,M_asqdpa1819Z160,c,1080.56048,substrate,1
R_Biomass_Chlamy_auto,M_asqdpa1819Z160_c,M_asqdpa1819Z160,c,1080.56048,substrate,0.001182794
R_Biomass_Chlamy_hetero,M_asqdpa1819Z160_c,M_asqdpa1819Z160,c,1080.56048,substrate,0.001182794
R_Biomass_Chlamy_mixo,M_asqdpa1819Z160_c,M_asqdpa1819Z160,c,1080.56048,substrate,0.001182794
R_SQDGATPA1819Z160,M_asqdpa1819Z160_c,M_asqdpa1819Z160,c,1080.56048,product,1
R_ASQDPADS1829Z12Z160,M_asqdpa1829Z12Z160_c,M_asqdpa1829Z12Z160,c,1078.5446,product,1
R_ASQDPADS1839Z12Z15Z160,M_asqdpa1829Z12Z160_c,M_asqdpa1829Z12Z160,c,1078.5446,substrate,1
R_Biomass_Chlamy_auto,M_asqdpa1829Z12Z160_c,M_asqdpa1829Z12Z160,c,1078.5446,substrate,0.001184998
R_Biomass_Chlamy_hetero,M_asqdpa1829Z12Z160_c,M_asqdpa1829Z12Z160,c,1078.5446,substrate,0.001184998
R_Biomass_Chlamy_mixo,M_asqdpa1829Z12Z160_c,M_asqdpa1829Z12Z160,c,1078.5446,substrate,0.001184998
R_ASQDPADS1839Z12Z15Z160,M_asqdpa1839Z12Z15Z160_c,M_asqdpa1839Z12Z15Z160,c,1076.52872,product,1
R_Biomass_Chlamy_auto,M_asqdpa1839Z12Z15Z160_c,M_asqdpa1839Z12Z15Z160,c,1076.52872,substrate,0.001187221
R_Biomass_Chlamy_hetero,M_asqdpa1839Z12Z15Z160_c,M_asqdpa1839Z12Z15Z160,c,1076.52872,substrate,0.001187221
R_Biomass_Chlamy_mixo,M_asqdpa1839Z12Z15Z160_c,M_asqdpa1839Z12Z15Z160,c,1076.52872,substrate,0.001187221
R_10FTHFGLULL,M_atp_c,M_atp,c,503.149463,substrate,1
R_6TXAN5MPAML,M_atp_c,M_atp,c,503.149463,substrate,1
R_AAPT,M_atp_c,M_atp,c,503.149463,substrate,1
R_AASP,M_atp_c,M_atp,c,503.149463,substrate,1
R_ABFPT,M_atp_c,M_atp,c,503.149463,substrate,1
R_ACS,M_atp_c,M_atp,c,503.149463,substrate,1
R_ADCPT,M_atp_c,M_atp,c,503.149463,substrate,1
R_ADEC,M_atp_c,M_atp,c,503.149463,substrate,1
R_ADNK,M_atp_c,M_atp,c,503.149463,substrate,1
R_ADPART,M_atp_c,M_atp,c,503.149463,substrate,1
R_AFAT,M_atp_c,M_atp,c,503.149463,substrate,1
R_AGK,M_atp_c,M_atp,c,503.149463,substrate,1
R_AGPT,M_atp_c,M_atp,c,503.149463,substrate,1
R_AM6PT,M_atp_c,M_atp,c,503.149463,substrate,1
R_AMI3TP,M_atp_c,M_atp,c,503.149463,substrate,1
R_AMITKP,M_atp_c,M_atp,c,503.149463,substrate,1
R_AMITP,M_atp_c,M_atp,c,503.149463,substrate,1
R_AN2PT,M_atp_c,M_atp,c,503.149463,substrate,1
R_ANNA,M_atp_c,M_atp,c,503.149463,substrate,1
R_ANNAT,M_atp_c,M_atp,c,503.149463,substrate,1
R_APCPT,M_atp_c,M_atp,c,503.149463,substrate,1
R_APNPT,M_atp_c,M_atp,c,503.149463,substrate,1
R_APPAT,M_atp_c,M_atp,c,503.149463,substrate,1
R_APPT,M_atp_c,M_atp,c,503.149463,substrate,1
R_ARGSS,M_atp_c,M_atp,c,503.149463,substrate,1
R_ARGT,M_atp_c,M_atp,c,503.149463,substrate,1
R_ARPT,M_atp_c,M_atp,c,503.149463,substrate,1
R_ASPS,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATAM,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATCD,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATCM,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATCY,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATDAM,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATDCD,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATDCM,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATDGD,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATDGM,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATDTD,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATDTM,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATDUD,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATGD,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATID,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATPCS,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATPM_LPAREN_NGAM_RPAREN_,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATPPH,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATP_LPAREN_3h_RPAREN_th,M_atp_c,M_atp,c,503.149463,product,1
R_ATP_LPAREN_3h_RPAREN_tm,M_atp_c,M_atp,c,503.149463,substrate,1
R_ATUD,M_atp_c,M_atp,c,503.149463,substrate,1
R_AUPT,M_atp_c,M_atp,c,503.149463,substrate,1
R_Biomass_Chlamy_auto,M_atp_c,M_atp,c,503.149463,substrate,29.94861562
R_Biomass_Chlamy_hetero,M_atp_c,M_atp,c,503.149463,substrate,29.94861562
R_Biomass_Chlamy_mixo,M_atp_c,M_atp,c,503.149463,substrate,29.94861562
R_CACOAL,M_atp_c,M_atp,c,503.149463,substrate,1
R_CYSTL,M_atp_c,M_atp,c,503.149463,substrate,1
R_DAGK16018111Z,M_atp_c,M_atp,c,503.149463,substrate,1
R_DAGK1601819Z,M_atp_c,M_atp,c,503.149463,substrate,1
R_DAGK1801819Z,M_atp_c,M_atp,c,503.149463,substrate,1
R_DAGK181,M_atp_c,M_atp,c,503.149463,substrate,1
R_DAGK18111Z1819Z,M_atp_c,M_atp,c,503.149463,substrate,1
R_DAGK1819Z18111Z,M_atp_c,M_atp,c,503.149463,substrate,1
R_DAGK1819Z1819Z,M_atp_c,M_atp,c,503.149463,substrate,1
R_DHFS,M_atp_c,M_atp,c,503.149463,substrate,1
R_DNGAL,M_atp_c,M_atp,c,503.149463,substrate,1
R_DRBK,M_atp_c,M_atp,c,503.149463,substrate,1
R_DTMPK,M_atp_c,M_atp,c,503.149463,substrate,1
R_DURIK1,M_atp_c,M_atp,c,503.149463,substrate,1
R_ETHAK,M_atp_c,M_atp,c,503.149463,substrate,1
R_FA160COAabcp,M_atp_c,M_atp,c,503.149463,substrate,1
R_FA40COAabcp,M_atp_c,M_atp,c,503.149463,substrate,1
R_FACOAL160,M_atp_c,M_atp,c,503.149463,substrate,1
R_FACOAL180,M_atp_c,M_atp,c,503.149463,substrate,1
R_FACOAL181,M_atp_c,M_atp,c,503.149463,substrate,1
R_FACOAL18111Z,M_atp_c,M_atp,c,503.149463,substrate,1
R_FE3abch,M_atp_c,M_atp,c,503.149463,substrate,1
R_FTHFL,M_atp_c,M_atp,c,503.149463,substrate,1
R_GAL,M_atp_c,M_atp,c,503.149463,substrate,1
R_GALK,M_atp_c,M_atp,c,503.149463,substrate,1
R_GLNTL,M_atp_c,M_atp,c,503.149463,substrate,1
R_GLU5K,M_atp_c,M_atp,c,503.149463,substrate,1
R_GLUKA,M_atp_c,M_atp,c,503.149463,substrate,1
R_GLUKB,M_atp_c,M_atp,c,503.149463,substrate,1
R_GLUTL,M_atp_c,M_atp,c,503.149463,substrate,1
R_GLYCK,M_atp_c,M_atp,c,503.149463,substrate,1
R_GLYK,M_atp_c,M_atp,c,503.149463,substrate,1
R_GLYTL,M_atp_c,M_atp,c,503.149463,substrate,1
R_GMPS,M_atp_c,M_atp,c,503.149463,substrate,1
R_GMPS_LPAREN_glu_RPAREN_,M_atp_c,M_atp,c,503.149463,substrate,1
R_GTPDPK,M_atp_c,M_atp,c,503.149463,substrate,1
R_HATPase,M_atp_c,M_atp,c,503.149463,substrate,1
R_HCGAL,M_atp_c,M_atp,c,503.149463,substrate,2
R_HISTL,M_atp_c,M_atp,c,503.149463,substrate,1
R_HPPK,M_atp_c,M_atp,c,503.149463,substrate,1
R_ILETL,M_atp_c,M_atp,c,503.149463,substrate,1
R_IPKK,M_atp_c,M_atp,c,503.149463,substrate,1
R_ITK1K,M_atp_c,M_atp,c,503.149463,substrate,1
R_ITKK,M_atp_c,M_atp,c,503.149463,substrate,1
R_ITKPK,M_atp_c,M_atp,c,503.149463,substrate,1
R_LEUTL,M_atp_c,M_atp,c,503.149463,substrate,1
R_LNLCCOAL,M_atp_c,M_atp,c,503.149463,substrate,1
R_LNLNCACOAL,M_atp_c,M_atp,c,503.149463,substrate,1
R_LNLNCGCOAL,M_atp_c,M_atp,c,503.149463,substrate,1
R_M5TRK,M_atp_c,M_atp,c,503.149463,substrate,1
R_MAT,M_atp_c,M_atp,c,503.149463,substrate,1
R_METTL,M_atp_c,M_atp,c,503.149463,substrate,1
R_NADS1,M_atp_c,M_atp,c,503.149463,substrate,1
R_NDPK,M_atp_c,M_atp,c,503.149463,substrate,1
R_NRS,M_atp_c,M_atp,c,503.149463,substrate,1
R_PACOAL,M_atp_c,M_atp,c,503.149463,substrate,1
R_PAIL18111Z160t,M_atp_c,M_atp,c,503.149463,substrate,1
R_PAIL1819Z160t,M_atp_c,M_atp,c,503.149463,substrate,1
R_PBAL,M_atp_c,M_atp,c,503.149463,substrate,1
R_PCr,M_atp_c,M_atp,c,503.149463,substrate,1
R_PE1801819Zt,M_atp_c,M_atp,c,503.149463,substrate,1
R_PE1801829Z12Zt,M_atp_c,M_atp,c,503.149463,substrate,1
R_PE1801835Z9Z12Zt,M_atp_c,M_atp,c,503.149463,substrate,1
R_PE1801845Z9Z12Z15Zt,M_atp_c,M_atp,c,503.149463,substrate,1
R_PE18111Z1819Zt,M_atp_c,M_atp,c,503.149463,substrate,1
R_PE18111Z1829Z12Zt,M_atp_c,M_atp,c,503.149463,substrate,1
R_PE18111Z1835Z9Z12Zt,M_atp_c,M_atp,c,503.149463,substrate,1
R_PE18111Z1845Z9Z12Z15Zt,M_atp_c,M_atp,c,503.149463,substrate,1
R_PE1819Z1819Zt,M_atp_c,M_atp,c,503.149463,substrate,1
R_PE1819Z1829Z12Zt,M_atp_c,M_atp,c,503.149463,substrate,1
R_PE1819Z1835Z9Z12Zt,M_atp_c,M_atp,c,503.149463,substrate,1
R_PE1819Z1845Z9Z12Z15Zt,M_atp_c,M_atp,c,503.149463,substrate,1
R_PE1829Z12Z1835Z9Z12Zt,M_atp_c,M_atp,c,503.149463,substrate,1
R_PFK26,M_atp_c,M_atp,c,503.149463,substrate,1
R_PG18111Z160t,M_atp_c,M_atp,c,503.149463,substrate,1
R_PG1819Z160t,M_atp_c,M_atp,c,503.149463,substrate,1
R_PGK,M_atp_c,M_atp,c,503.149463,substrate,1
R_PGP18111Z160t,M_atp_c,M_atp,c,503.149463,substrate,1
R_PGP1819Z160t,M_atp_c,M_atp,c,503.149463,substrate,1
R_PPACOAL,M_atp_c,M_atp,c,503.149463,substrate,1
R_PPCK,M_atp_c,M_atp,c,503.149463,substrate,1
R_PPCL,M_atp_c,M_atp,c,503.149463,substrate,1
R_PPRGL,M_atp_c,M_atp,c,503.149463,substrate,1
R_PRAIS,M_atp_c,M_atp,c,503.149463,substrate,1
R_PRFGCL,M_atp_c,M_atp,c,503.149463,substrate,1
R_PRFGS,M_atp_c,M_atp,c,503.149463,substrate,1
R_PROTL,M_atp_c,M_atp,c,503.149463,substrate,1
R_PYDAMK,M_atp_c,M_atp,c,503.149463,substrate,1
R_PYDXK,M_atp_c,M_atp,c,503.149463,substrate,1
R_PYDXNK,M_atp_c,M_atp,c,503.149463,substrate,1
R_PYK,M_atp_c,M_atp,c,503.149463,product,1
R_R5PDP,M_atp_c,M_atp,c,503.149463,substrate,1
R_RBK,M_atp_c,M_atp,c,503.149463,substrate,1
R_RNTR,M_atp_c,M_atp,c,503.149463,substrate,1
R_SERTL,M_atp_c,M_atp,c,503.149463,substrate,1
R_SLCBK1,M_atp_c,M_atp,c,503.149463,substrate,1
R_SPHK21,M_atp_c,M_atp,c,503.149463,substrate,1
R_SUAT,M_atp_c,M_atp,c,503.149463,substrate,1
R_THFGLUS,M_atp_c,M_atp,c,503.149463,substrate,1
R_THRTL,M_atp_c,M_atp,c,503.149463,substrate,1
R_TMDK1,M_atp_c,M_atp,c,503.149463,substrate,1
R_TRPTL,M_atp_c,M_atp,c,503.149463,substrate,1
R_TSULth,M_atp_c,M_atp,c,503.149463,substrate,1
R_TSULtm,M_atp_c,M_atp,c,503.149463,substrate,1
R_TYRTL,M_atp_c,M_atp,c,503.149463,substrate,1
R_UDPGtni,M_atp_c,M_atp,c,503.149463,substrate,1
R_UMPK,M_atp_c,M_atp,c,503.149463,substrate,1
R_URCB,M_atp_c,M_atp,c,503.149463,substrate,1
R_UTAL,M_atp_c,M_atp,c,503.149463,substrate,1
R_UTGAL,M_atp_c,M_atp,c,503.149463,substrate,1
R_VALTL,M_atp_c,M_atp,c,503.149463,substrate,1
R_PGKf,M_atp_f,M_atp,f,503.149463,product,1
R_PYKf,M_atp_f,M_atp,f,503.149463,product,1
R_AACP1819ZS,M_atp_h,M_atp,h,503.149463,substrate,1
R_AACPS1,M_atp_h,M_atp,h,503.149463,substrate,1
R_AACPS3,M_atp_h,M_atp,h,503.149463,substrate,1
R_AACPS4,M_atp_h,M_atp,h,503.149463,substrate,1
R_AACPS5,M_atp_h,M_atp,h,503.149463,substrate,1
R_AACPS6,M_atp_h,M_atp,h,503.149463,substrate,1
R_AASPh,M_atp_h,M_atp,h,503.149463,substrate,1
R_ABFPTh,M_atp_h,M_atp,h,503.149463,substrate,1
R_ACCOAhi,M_atp_h,M_atp,h,503.149463,substrate,1
R_ACKrh,M_atp_h,M_atp,h,503.149463,substrate,1
R_AF1PT,M_atp_h,M_atp,h,503.149463,substrate,1
R_AM6PTh,M_atp_h,M_atp,h,503.149463,substrate,1
R_APPTh,M_atp_h,M_atp,h,503.149463,substrate,1
R_ASPK,M_atp_h,M_atp,h,503.149463,substrate,1
R_ATAMh,M_atp_h,M_atp,h,503.149463,substrate,1
R_ATDAMh,M_atp_h,M_atp,h,503.149463,substrate,1
R_ATPSh,M_atp_h,M_atp,h,503.149463,product,1
R_ATP_LPAREN_3h_RPAREN_th,M_atp_h,M_atp,h,503.149463,substrate,1
R_BTNC,M_atp_h,M_atp,h,503.149463,substrate,1
R_CHLDA1tu,M_atp_h,M_atp,h,503.149463,substrate,1
R_CHLDA2tu,M_atp_h,M_atp,h,503.149463,substrate,1
R_CMK,M_atp_h,M_atp,h,503.149463,substrate,1
R_CPS,M_atp_h,M_atp,h,503.149463,substrate,2
R_DAGK1601819Zh,M_atp_h,M_atp,h,503.149463,substrate,1
R_DAGK160h,M_atp_h,M_atp,h,503.149463,substrate,1
R_DAGK1801819Zh,M_atp_h,M_atp,h,503.149463,substrate,1
R_DAGK18111Z160h,M_atp_h,M_atp,h,503.149463,substrate,1
R_DAGK18111Z1819Zh,M_atp_h,M_atp,h,503.149463,substrate,1
R_DAGK1819Z160h,M_atp_h,M_atp,h,503.149463,substrate,1
R_DAGK1819Z1619Zh,M_atp_h,M_atp,h,503.149463,substrate,1
R_DAGK1819Z18111Zh,M_atp_h,M_atp,h,503.149463,substrate,1
R_DAGK1819Z1819Zh,M_atp_h,M_atp,h,503.149463,substrate,1
R_DNGALh,M_atp_h,M_atp,h,503.149463,substrate,1
R_GALh,M_atp_h,M_atp,h,503.149463,substrate,1
R_GALKh,M_atp_h,M_atp,h,503.149463,substrate,1
R_GCL,M_atp_h,M_atp,h,503.149463,substrate,1
R_GLPThi,M_atp_h,M_atp,h,503.149463,substrate,1
R_GLUKAh,M_atp_h,M_atp,h,503.149463,substrate,1
R_GLUKBh,M_atp_h,M_atp,h,503.149463,substrate,1
R_GLUTRS,M_atp_h,M_atp,h,503.149463,substrate,1
R_GLYPT,M_atp_h,M_atp,h,503.149463,substrate,1
R_GNKh,M_atp_h,M_atp,h,503.149463,substrate,1
R_GTHS,M_atp_h,M_atp,h,503.149463,substrate,1
R_HSK,M_atp_h,M_atp,h,503.149463,substrate,1
R_MPML,M_atp_h,M_atp,h,503.149463,substrate,1
R_NA1ATPaseh,M_atp_h,M_atp,h,503.149463,substrate,1
R_PCHLDR,M_atp_h,M_atp,h,503.149463,substrate,1
R_PFKh,M_atp_h,M_atp,h,503.149463,substrate,1
R_PGKh,M_atp_h,M_atp,h,503.149463,product,1
R_PPACOALh,M_atp_h,M_atp,h,503.149463,substrate,1
R_PPDKh,M_atp_h,M_atp,h,503.149463,substrate,1
R_PPRGLh,M_atp_h,M_atp,h,503.149463,substrate,1
R_PRAISh,M_atp_h,M_atp,h,503.149463,substrate,1
R_PRFGCLh,M_atp_h,M_atp,h,503.149463,substrate,1
R_PRFGSh,M_atp_h,M_atp,h,503.149463,substrate,1
R_PRUK,M_atp_h,M_atp,h,503.149463,substrate,1
R_RPDPK,M_atp_h,M_atp,h,503.149463,substrate,1
R_SKK,M_atp_h,M_atp,h,503.149463,substrate,1
R_VALTLh,M_atp_h,M_atp,h,503.149463,substrate,1
R_10FTHFGLULLm,M_atp_m,M_atp,m,503.149463,substrate,1
R_AASPm,M_atp_m,M_atp,m,503.149463,substrate,1
R_ACKrm,M_atp_m,M_atp,m,503.149463,substrate,1
R_ADNKm,M_atp_m,M_atp,m,503.149463,substrate,1
R_ALATL,M_atp_m,M_atp,m,503.149463,substrate,1
R_APAT,M_atp_m,M_atp,m,503.149463,substrate,1
R_APPTm,M_atp_m,M_atp,m,503.149463,substrate,1
R_ASNTL,M_atp_m,M_atp,m,503.149463,substrate,1
R_ASPTL,M_atp_m,M_atp,m,503.149463,substrate,1
R_ATAMm,M_atp_m,M_atp,m,503.149463,substrate,1
R_ATCDm,M_atp_m,M_atp,m,503.149463,substrate,1
R_ATDAMm,M_atp_m,M_atp,m,503.149463,substrate,1
R_ATDCDm,M_atp_m,M_atp,m,503.149463,substrate,1
R_ATDGDm,M_atp_m,M_atp,m,503.149463,substrate,1
R_ATDTDm,M_atp_m,M_atp,m,503.149463,substrate,1
R_ATDUDm,M_atp_m,M_atp,m,503.149463,substrate,1
R_ATGDm,M_atp_m,M_atp,m,503.149463,substrate,1
R_ATIDm,M_atp_m,M_atp,m,503.149463,substrate,1
R_ATPPHm,M_atp_m,M_atp,m,503.149463,substrate,1
R_ATPSm,M_atp_m,M_atp,m,503.149463,product,1
R_ATP_LPAREN_3h_RPAREN_tm,M_atp_m,M_atp,m,503.149463,product,1
R_ATUDm,M_atp_m,M_atp,m,503.149463,substrate,1
R_FTCL,M_atp_m,M_atp,m,503.149463,substrate,1
R_GALm,M_atp_m,M_atp,m,503.149463,substrate,1
R_GLYTLm,M_atp_m,M_atp,m,503.149463,substrate,1
R_GMPSm,M_atp_m,M_atp,m,503.149463,substrate,1
R_GMPS_LPAREN_glu_RPAREN_m,M_atp_m,M_atp,m,503.149463,substrate,1
R_HCGALm,M_atp_m,M_atp,m,503.149463,substrate,2
R_LYSTL,M_atp_m,M_atp,m,503.149463,substrate,1
R_MATm,M_atp_m,M_atp,m,503.149463,substrate,1
R_MCTC,M_atp_m,M_atp,m,503.149463,substrate,1
R_NA1ATPasem,M_atp_m,M_atp,m,503.149463,substrate,1
